Sr.No,Date,Invoice No,Challan No,Challan Date,P.O. Date,Product Name,Qty,Unit Price,Amount,Discount,Total Value,Packing & Forwarding,Freight,CGST(9%),SGST(9%),GST Tax Total,Sub Total,Rounded Off,Total
160,20-Oct-18,ARH/O1018/104,104,20-Oct-18,13-Sep-18,By-Pass Level Indicator,1,3500,3500,,3500,,,315,315,630,4130,,4130
161,22-Oct-18,ARH/O1018/105,105,22-Oct-18,25-Oct-18,Conductivity Float Level Switch,2,11700,23400,5%,22230,350,,2000.7,2000.7,4001.4,26581.4,0.4,26581
162,27-Oct-18,ARH/O1018/106,106,27-Oct-18,20-Sep-18,Capicitance Type,1,35000,35000,,35000,450,,3150,3150,6300,41750,,41750
163,29-Oct-18,ARH/O1018/107,107,29-Oct-18,25-Sep-18,Reflex Level Gauge,1,7200,7200,,7200,,,648,648,1296,8496,,8496
164,5-Nov-18,ARH/N1118/100,100,5-Nov-18,3-Oct-18,Side Mount Level Switch,1,6000,6000,,6000,,,540,540,1080,7080,,7080
165,6-Nov-18,ARH/N1118/101,101,6-Nov-18,4-Oct-18,Tubuler Type Level Gauge,1,2900,2900,,2900,100,25,261,261,522,3547,,3547
166,7-Nov-18,ARH/N1118/102,102,7-Nov-18,3-Nov-18,Transparent Level Gauge,1,85000,85000,,85000,,,7650,7650,15300,100300,,100300
167,8-Nov-18,ARH/N1118/103,103,8-Nov-18,16-Oct-18,Capicitance Type,4,35000,140000,,140000,450,,12600,12600,25200,165650,,165650
168,9-Nov-18,ARH/N1118/104,104,9-Nov-18,19-Oct-18,Float And Board Level Indicator,6,3520,21120,,21120,,25,1900.8,1900.8,3801.6,24946.6,0.6,24946
169,9-Nov-18,ARH/N1118/105,105,9-Nov-18,8-Oct-18,Reflex Level Gauge,1,7200,7200,,7200,,,648,648,1296,8496,,8496
170,9-Nov-18,ARH/N1118/106,106,9-Nov-18,9-Oct-18,By-Pass Level Indicator,1,3500,3500,,3500,,,315,315,630,4130,,4130
171,12-Nov-18,ARH/N1118/107,107,12-Nov-18,5-Nov-18,Magnetic Float Level Switch,1,12300,12300,5%,11685,350,,1051.65,1051.65,2103.3,14138.3,0.3,14138
172,13-Nov-18,ARH/N1118/108,108,13-Nov-18,19-Oct-18,Float And Board Level Indicator,2,3520,7040,,7040,,25,633.6,633.6,1267.2,8332.2,0.2,8332
173,14-Nov-18,ARH/N1118/109,109,14-Nov-18,12-Oct-18,Conductivity Float Level Switch,1,11700,11700,5%,11115,350,,1000.35,1000.35,2000.7,13465.7,0.7,13465
174,16-Nov-18,ARH/N1118/110,110,16-Nov-18,13-Oct-18,Float And Board Level Indicator,1,3520,3520,,3520,,25,316.8,316.8,633.6,4178.6,0.6,4178
175,16-Nov-18,ARH/N1118/111,111,16-Nov-18,14-Oct-18,Cable Float Level Switch,1,10053,10053,,10053,150,,904.77,904.77,1809.54,12012.54,0.54,12012
176,17-Nov-18,ARH/N1118/112,112,17-Nov-18,15-Oct-18,Capicitance Type,2,35000,70000,,70000,450,,6300,6300,12600,83050,,83050
177,21-Nov-18,ARH/N1118/113,113,21-Nov-18,16-Oct-18,Miniature Level Switch(SS),1,1502,1502,15%,1276.7,,,114.903,114.903,229.806,1506.506,0.506,1506
178,21-Nov-18,ARH/N1118/114,114,21-Nov-18,17-Oct-18,Capicitance Type,1,35000,35000,,35000,450,,3150,3150,6300,41750,,41750
179,21-Nov-18,ARH/N1118/115,115,21-Nov-18,18-Nov-18,External Chambers,1,4200,4200,5%,3990,,,359.1,359.1,718.2,4708.2,0.2,4708
180,21-Nov-18,ARH/N1118/116,116,21-Nov-18,19-Oct-18,Capicitance Type,3,35000,105000,,105000,450,,9450,9450,18900,124350,,124350
181,22-Nov-18,ARH/N1118/117,117,22-Nov-18,20-Oct-18,Miniature Level Switch,1,2850,2850,,2850,,,256.5,256.5,513,3363,,3363
182,23-Nov-18,ARH/N1118/118,118,23-Nov-18,21-Oct-18,Capicitance Type,2,35000,70000,,70000,450,,6300,6300,12600,83050,,83050
183,24-Nov-18,ARH/N1118/119,119,24-Nov-18,25-Oct-18,Miniature Level Switch,1,2850,2850,,2850,,,256.5,256.5,513,3363,,3363
184,29-Nov-18,ARH/N1118/120,120,29-Nov-18,29-Oct-18,Float And Board Level Indicator,2,3520,7040,,7040,,25,633.6,633.6,1267.2,8332.2,0.2,8332
185,3-Dec-18,ARH/D1218/100,100,3-Dec-18,23-Nov-18,Conductivity Float Level Switch,5,11700,58500,5%,55575,350,,5001.75,5001.75,10003.5,65928.5,0.5,65928
186,4-Dec-18,ARH/D1218/101,101,4-Dec-18,24-Nov-18,Magnetic Float Level Switch,2,12300,24600,5%,23370,350,,2103.3,2103.3,4206.6,27926.6,0.6,27926
187,5-Dec-18,ARH/D1218/102,102,5-Dec-18,25-Nov-18,Side Mount Level Switch,1,6000,6000,,6000,,,540,540,1080,7080,,7080
188,6-Dec-18,ARH/D1218/103,103,6-Dec-18,26-Nov-18,By-Pass Level Indicator,1,3500,3500,,3500,,,315,315,630,4130,,4130
189,7-Dec-18,ARH/D1218/104,104,7-Dec-18,,Capicitance Type,1,35000,35000,,35000,450,,3150,3150,6300,41750,,41750
190,8-Dec-18,ARH/D1218/105,105,8-Dec-18,28-Nov-18,Float And Board Level Indicator,1,3520,3520,,3520,,25,316.8,316.8,633.6,4178.6,0.6,4178
191,10-Dec-18,ARH/D1218/106,106,10-Dec-18,3-Dec-18,Reflex Level Gauge,1,7200,7200,,7200,,,648,648,1296,8496,,8496
192,10-Dec-18,ARH/D1218/107,107,10-Dec-18,30-Nov-18,Conductivity Float Level Switch,2,11700,23400,5%,22230,350,,2000.7,2000.7,4001.4,26581.4,0.4,26581
193,10-Dec-18,ARH/D1218/108,108,10-Dec-18,1-Dec-18,Tubuler Type Level Gauge,1,2900,2900,,2900,100,25,261,261,522,3547,,3547
194,10-Dec-18,ARH/D1218/109,109,10-Dec-18,2-Nov-18,Magnetic Float Level Switch,6,12300,73800,5%,70110,350,,6309.9,6309.9,12619.8,83079.8,0.8,83079
195,13-Dec-18,ARH/D1218/110,110,13-Dec-18,,Transparent Level Gauge,1,85000,85000,,85000,,,7650,7650,15300,100300,,100300
196,14-Dec-18,ARH/D1218/111,111,14-Dec-18,4-Dec-18,Cable Float Level Switch,1,10053,10053,,10053,150,,904.77,904.77,1809.54,12012.54,0.54,12012
197,15-Dec-18,ARH/D1218/112,112,15-Dec-18,5-Dec-18,Miniature Level Switch(SS),1,1502,1502,,1502,,,135.18,135.18,270.36,1772.36,0.36,1772
198,17-Dec-18,ARH/D1218/113,113,17-Dec-18,6-Nov-18,External Chambers,1,4200,4200,5%,3990,,,359.1,359.1,718.2,4708.2,0.2,4708
199,17-Dec-18,ARH/D1218/114,114,17-Dec-18,7-Dec-18,Magnetic Float Level Switch,3,12300,36900,5%,35055,350,,3154.95,3154.95,6309.9,41714.9,0.9,41714
200,18-Dec-18,ARH/D1218/115,115,18-Dec-18,8-Dec-18,Miniature Level Switch,1,2850,2850,,2850,,,256.5,256.5,513,3363,,3363
201,19-Dec-18,ARH/D1218/116,116,19-Dec-18,9-Dec-18,Cable Float Level Switch,1,10053,10053,,10053,150,,904.77,904.77,1809.54,12012.54,0.54,12012
202,20-Dec-18,ARH/D1218/117,117,20-Dec-18,,Float And Board Level Indicator,1,3520,3520,,3520,,25,316.8,316.8,633.6,4178.6,0.6,4178
203,21-Dec-18,ARH/D1218/118,118,21-Dec-18,3-Nov-18,Conductivity Float Level Switch,3,11700,35100,,35100,350,,3159,3159,6318,41768,,41768
204,22-Dec-18,ARH/D1218/119,119,22-Dec-18,12-Dec-18,Cable Float Level Switch,1,10053,10053,,10053,150,,904.77,904.77,1809.54,12012.54,0.54,12012
205,25-Dec-18,ARH/D1218/120,120,25-Dec-18,13-Dec-18,Magnetic Float Level Switch,2,12300,24600,5%,23370,350,,2103.3,2103.3,4206.6,27926.6,0.6,27926
206,25-Dec-18,ARH/D1218/121,121,25-Dec-18,14-Dec-18,Cable Float Level Switch,1,10053,10053,,10053,150,,904.77,904.77,1809.54,12012.54,0.54,12012
207,25-Dec-18,ARH/D1218/122,122,25-Dec-18,15-Dec-18,Miniature Level Switch,1,2850,2850,,2850,,,256.5,256.5,513,3363,,3363
208,26-Dec-18,ARH/D1218/123,123,26-Dec-18,3-Nov-18,Cable Float Level Switch,1,10053,10053,,10053,150,,904.77,904.77,1809.54,12012.54,0.54,12012
209,27-Dec-18,ARH/D1218/124,124,27-Dec-18,17-Dec-18,Conductivity Float Level Switch,6,11700,70200,5%,66690,350,,6002.1,6002.1,12004.2,79044.2,0.2,79044
210,28-Dec-18,ARH/D1218/125,125,28-Dec-18,18-Dec-18,Magnetic Float Level Switch,1,12300,12300,5%,11685,350,,1051.65,1051.65,2103.3,14138.3,0.3,14138
211,29-Dec-18,ARH/D1218/126,126,29-Dec-18,25-Dec-18,Tubuler Type Level Gauge,1,2900,2900,,2900,100,25,261,261,522,3547,,3547
Sr.No,Date,Invoice No,Challan No,Challan Date,P.O. Date,Product Name,Qty,Unit Price,Amount,Discount,Total Value,Packing & Forwarding,Freight,CGST(9%),SGST(9%),GST Tax Total,Sub Total,Rounded Off,Total
1,1-Jan-19,ARH/J117/100,100,3-Jan-19,12-Dec-18,Side Mount Level Switch,1,6000,6000,10%,5400,,,486,486,972,6372,,6372
2,5-Jan-19,ARH/J117/101,101,5-Jan-19,12-Dec-18,Tubuler Type Level Gauge,5,2900,14500,,14500,100,25,1305,1305,2610,17235,,17235
3,5-Jan-19,ARH/J117/102,102,5-Jan-19,25-Dec-18,Tubuler Type Level Gauge,2,2900,5800,5%,5510,,,495.9,495.9,991.8,6501.8,0.8,6501
4,6-Jan-19,ARH/J117/103,103,6-Jan-19,25-Dec-18,Conductivity Level Switch,1,4250,4250,,4250,,60,382.5,382.5,765,5075,,5075
5,10-Jan-19,ARH/J117/104,104,10-Jan-19,25-Dec-18,Cable Float Level Switch,2,10053,20106,,20106,150,,1809.54,1809.54,3619.08,23875.08,0.08,23875
6,11-Jan-19,ARH/J117/105,105,11-Jan-19,25-Dec-18,By-Pass Level Indicator,3,3500,10500,,10500,,,945,945,1890,12390,,12390
7,15-Jan-19,ARH/J117/106,106,15-Jan-19,23-Dec-18,Miniature Level Switch(SS),2,1502,3004,15%,2553.4,,,229.806,229.806,459.612,3013.012,0.012,3013
8,16-Jan-19,ARH/J117/107,107,16-Jan-19,10-Dec-18,Tubuler Type Level Gauge,1,2900,2900,,2900,100,55,261,261,522,3577,,3577
9,18-Jan-19,ARH/J117/108,108,18-Jan-19,2-Jan-19,By-Pass Level Indicator,5,3500,17500,,17500,,,1575,1575,3150,20650,,20650
10,18-Jan-19,ARH/J117/109,109,18-Jan-19,4-Jan-19,Float And Board Level Indicator,1,3520,3520,,3520,,25,316.8,316.8,633.6,4178.6,0.6,4178
11,18-Jan-19,ARH/J117/110,110,18-Jan-19,1-Dec-19,Tubuler Type Level Gauge,1,2900,2900,,2900,,,261,261,522,3422,,3422
12,19-Jan-19,ARH/J117/111,111,19-Jan-19,5-Dec-19,External Chambers,1,4200,4200,5%,3990,,,359.1,359.1,718.2,4708.2,0.2,4708
13,20-Jan-19,ARH/J117/112,112,20-Jan-19,31-Dec-19,Transparent Level Gauge,1,5600,5600,,5600,100,150,504,504,1008,6858,,6858
14,23-Jan-19,ARH/J117/113,113,23-Jan-19,6-Jan-19,Miniature Level Switch(PP),1,1502,1502,,1502,,,135.18,135.18,270.36,1772.36,0.36,1772
15,24-Jan-19,ARH/J117/114,114,24-Jan-19,5-Jan-19,Tubuler Type Level Gauge,1,2900,2900,10%,2610,,139,234.9,234.9,469.8,3218.8,0.8,3218
16,27-Jan-19,ARH/J117/115,115,27-Jan-19,14-Jan-19,Tubuler Type Level Gauge,6,2900,17400,,17400,,,1566,1566,3132,20532,,20532
17,28-Jan-19,ARH/J117/116,116,28-Jan-19,14-Jan-19,By-Pass Level Indicator,1,3500,3500,,3500,,125,315,315,630,4255,,4255
18,28-Jan-19,ARH/J117/117,117,28-Jan-19,14-Jan-19,By-Pass Level Indicator,1,3500,3500,,3500,,,315,315,630,4130,,4130
19,28-Jan-19,ARH/J117/118,118,28-Jan-19,15-Jan-19,Tubuler Type Level Gauge,5,2900,14500,,14500,,,1305,1305,2610,17110,,17110
20,28-Jan-19,ARH/J117/119,119,28-Jan-19,16-Jan-19,Miniature Level Switch(SS),1,1502,1502,5%,1426.9,250,50,128.421,128.421,256.842,1983.742,0.742,1983
21,28-Jan-19,ARH/J117/120,120,28-Jan-19,17-Jan-19,By-Pass Level Indicator,2,3500,7000,5%,6650,,,598.5,598.5,1197,7847,,7847
1,3-Feb-19,ARH/F217/100,100,3-Feb-19,18-Jan-19,Magnetic Float Level Switch,2,12300,24600,5%,23370,350,,2103.3,2103.3,4206.6,27926.6,0.6,27926
2,3-Feb-19,ARH/F217/101,101,3-Feb-19,25-Jan-19,Conductivity Float Level Switch,2,11700,23400,5%,22230,350,,2000.7,2000.7,4001.4,26581.4,0.4,26581
3,3-Feb-19,ARH/F217/102,102,3-Feb-19,25-Jan-19,Conductivity Level Sensor,1,3600,3600,,3600,,100,324,324,648,4348,,4348
4,8-Feb-19,ARH/F217/103,103,8-Feb-19,26-Jan-19,Miniature Level Switch,1,2850,2850,,2850,,,256.5,256.5,513,3363,,3363
5,8-Feb-19,ARH/F217/104,104,8-Feb-19,27-Jan-19,Magnetic Float Level Switch,6,12300,73800,5%,70110,,,6309.9,6309.9,12619.8,82729.8,0.8,82729
6,13-Feb-19,ARH/F217/105,105,13-Feb-19,28-Jan-19,Side Mount Level Switch,1,650,650,,650,,,58.5,58.5,117,767,,767
7,15-Feb-19,ARH/F217/106,106,15-Feb-19,28-Jan-19,Conductivity Float Level Switch,1,11700,11700,,11700,,,1053,1053,2106,13806,,13806
8,15-Feb-19,ARH/F217/107,107,15-Feb-19,28-Jan-19,Miniature Level Switch,1,2850,2850,,2850,,,256.5,256.5,513,3363,,3363
9,15-Feb-19,ARH/F217/108,108,15-Feb-19,5-Feb-19,Magnetic Float Level Switch,4,12300,49200,5%,46740,500,200,4206.6,4206.6,8413.2,55853.2,0.2,55853
10,16-Feb-19,ARH/F217/109,109,16-Feb-19,5-Feb-19,Reed Based Level Transmitter,1,6900,6900,,6900,,,621,621,1242,8142,,8142
11,17-Feb-19,ARH/F217/110,110,17-Feb-19,31-Jan-19,Capacitance Type,2,35000,70000,10%,63000,900,,5670,5670,11340,75240,,75240
12,18-Feb-19,ARH/F217/111,111,18-Feb-19,15-Jan-19,Reflex Level Gauge,1,7200,7200,,7200,,,648,648,1296,8496,,8496
13,18-Feb-19,ARH/F217/112,112,18-Feb-19,2-Feb-19,Conductivity Float Level Switch,2,11700,23400,,23400,,,2106,2106,4212,27612,,27612
14,18-Feb-19,ARH/F217/113,113,18-Feb-19,3-Feb-19,Capicitance Type,1,35000,35000,10%,31500,450,,2835,2835,5670,37620,,37620
15,24-Feb-19,ARH/F217/114,114,24-Feb-19,4-Feb-19,Magnetic Float Level Switch,5,12300,61500,,61500,150,100,5535,5535,11070,72820,,72820
16,24-Feb-19,ARH/F217/115,115,24-Feb-19,15-Feb-19,Reflex Level Gauge,1,7200,7200,,7200,,100,648,648,1296,8596,,8596
17,24-Feb-19,ARH/F217/116,116,24-Feb-19,15-Feb-19,Side Mount Level Switch,2,650,1300,,1300,,,117,117,234,1534,,1534
18,27-Feb-19,ARH/F217/117,117,27-Feb-19,20-Feb-19,Conductivity Float Level Switch,1,11700,11700,,11700,350,,1053,1053,2106,14156,,14156
19,27-Feb-19,ARH/F217/118,118,27-Feb-19,20-Feb-19,Miniature Level Switch,3,2850,8550,5%,8122.5,,,731.025,731.025,1462.05,9584.55,0.55,9584
20,28-Feb-19,ARH/F217/119,119,28-Feb-19,20-Feb-19,Magnetic Float Level Switch,2,12300,24600,5%,23370,350,,2103.3,2103.3,4206.6,27926.6,0.6,27926
1,2-Mar-19,ARH/M317/100,100,2-Mar-19,8-Feb-19,Capicitance Type,1,35000,35000,10%,31500,450,,2835,2835,5670,37620,,37620
2,2-Mar-19,ARH/M317/101,101,2-Mar-19,8-Feb-19,Conductivity Level Switch,1,4250,4250,,4250,,60,382.5,382.5,765,5075,,5075
3,8-Mar-19,ARH/M317/102,102,8-Mar-19,8-Feb-19,Side Mount Level Switch,5,6000,30000,,30000,,,2700,2700,5400,35400,,35400
4,15-Mar-19,ARH/M317/103,103,15-Mar-19,8-Feb-19,Side Mount Level Switch,1,6000,6000,10%,5400,,,486,486,972,6372,,6372
5,16-Mar-19,ARH/M317/104,104,15-Mar-19,8-Feb-19,By-Pass Level Indicator,3,3500,10500,,10500,,,945,945,1890,12390,,12390
6,16-Mar-19,ARH/M317/105,105,15-Mar-19,9-Feb-19,Reflex Level Gauge,6,7200,43200,,43200,,,3888,3888,7776,50976,,50976
7,19-Mar-19,ARH/M317/106,106,19-Mar-19,9-Feb-19,Side Mount Level Switch,2,6000,12000,10%,10800,,,972,972,1944,12744,,12744
8,20-Mar-19,ARH/M317/107,107,20-Mar-19,21-Feb-19,Side Mount Level Switch,2,6000,12000,,12000,,,1080,1080,2160,14160,,14160
9,20-Mar-19,ARH/M317/108,108,20-Mar-19,1-Mar-19,Transparent Level Gauge,1,85000,85000,,85000,,,7650,7650,15300,100300,,100300
10,21-Mar-19,ARH/M317/109,109,22-Mar-19,12-Mar-19,Cable Float Level Switch,2,10053,20106,,20106,150,,1809.54,1809.54,3619.08,23875.08,0.08,23875
11,30-Mar-19,ARH/M317/110,110,29-Mar-19,13-Mar-19,Cable Float Level Switch,3,10053,30159,,30159,150,,2714.31,2714.31,5428.62,35737.62,0.62,35737
12,30-Mar-19,ARH/M317/111,111,31-Mar-19,14-Mar-19,Side Mount Level Switch,1,6000,6000,10%,5400,,,486,486,972,6372,,6372
13,31-Mar-19,ARH/M317/112,112,31-Mar-19,15-Mar-19,Tubuler Type Level Gauge,5,2900,14500,,14500,,,1305,1305,2610,17110,,17110
14,31-Mar-19,ARH/M317/113,113,31-Mar-19,20-Mar-19,Side Mount Level Switch,1,6000,6000,10%,5400,,,486,486,972,6372,,6372
1,2-Apr-19,ARH/A417/100,100,3-Apr-19,28-Feb-19,Conductivity Level Sensor,1,3600,3600,,3600,,100,324,324,648,4348,,4348
2,2-Apr-19,ARH/A417/101,101,3-Apr-19,3-Mar-19,Miniature Level Switch,5,2850,14250,,14250,,,1282.5,1282.5,2565,16815,,16815
3,2-Apr-19,ARH/A417/102,102,3-Apr-19,30-Mar-19,Magnetic Float Level Switch,3,12300,36900,15%,31365,,,2822.85,2822.85,5645.7,37010.7,0.7,37010
4,3-Apr-19,ARH/A417/103,103,3-Apr-19,30-Mar-19,Conductivity Float Level Switch,2,11700,23400,15%,19890,,,1790.1,1790.1,3580.2,23470.2,0.2,23470
5,3-Apr-19,ARH/A417/104,104,3-Apr-19,30-Mar-19,Conductivity Float Level Switch,4,11700,46800,5%,44460,450,,4001.4,4001.4,8002.8,52912.8,0.8,52912
6,4-Apr-19,ARH/A417/105,105,3-Apr-19,30-Mar-19,Miniature Level Switch,1,2850,2850,,2850,,100,256.5,256.5,513,3463,,3463
7,4-Apr-19,ARH/A417/106,106,3-Apr-19,30-Mar-19,Reed Based Level Transmitter,1,6900,6900,,6900,550,100,621,621,1242,8792,,8792
8,3-Apr-19,ARH/A417/107,107,4-Apr-19,30-Mar-19,Conductivity Float Level Switch,4,11700,46800,10%,42120,,,3790.8,3790.8,7581.6,49701.6,0.6,49701
9,4-Apr-19,ARH/A417/108,108,4-Apr-19,30-Mar-19,Conductivity Float Level Switch,1,11700,11700,,11700,,,1053,1053,2106,13806,,13806
10,12-Apr-19,ARH/A417/109,109,12-Apr-19,30-Mar-19,Conductivity Float Level Switch,5,11700,58500,,58500,,,5265,5265,10530,69030,,69030
11,18-Apr-19,ARH/A417/110,110,18-Apr-19,30-Mar-19,Magnetic Float Level Switch,2,12300,24600,,24600,,,2214,2214,4428,29028,,29028
12,19-Apr-19,ARH/A417/111,111,19-Apr-19,4-Apr-19,Miniature Level Switch,3,2850,8550,,8550,,,769.5,769.5,1539,10089,,10089
13,27-Apr-19,ARH/A417/112,112,27-Apr-19,5-Apr-19,Side Mount Level Switch,2,650,1300,,1300,,,117,117,234,1534,,1534
14,27-Apr-19,ARH/A417/113,113,27-Apr-19,15-Mar-19,Capicitance Type,1,35000,35000,,35000,600,100,3150,3150,6300,42000,,42000
15,27-Apr-19,ARH/A417/114,114,27-Apr-19,9-Apr-19,Magnetic Float Level Switch,2,12300,24600,,24600,,,2214,2214,4428,29028,,29028
16,28-Apr-19,ARH/A417/115,115,28-Apr-19,20-Mar-19,Capicitance Type,1,35000,35000,,35000,,,3150,3150,6300,41300,,41300
1,8-May-19,ARH/M517/100,100,8-May-19,5-Apr-19,By-Pass Level Indicator,1,3500,3500,,3500,,125,315,315,630,4255,,4255
2,8-May-19,ARH/M517/101,101,8-May-19,8-Apr-19,Capicitance Type,1,35000,35000,,35000,,,3150,3150,6300,41300,,41300
3,9-May-19,ARH/M517/102,102,9-May-19,9-May-19,Tubuler Type Level Gauge,4,2900,11600,,11600,,139,1044,1044,2088,13827,,13827
4,17-May-19,ARH/M517/103,103,17-May-19,25-Apr-19,By-Pass Level Indicator,2,3500,7000,,7000,,125,630,630,1260,8385,,8385
5,17-May-19,ARH/M517/104,104,17-May-19,3-May-19,By-Pass Level Indicator,6,3500,21000,15%,17850,,125,1606.5,1606.5,3213,21188,,21188
6,18-May-19,ARH/M517/105,105,18-May-19,27-Apr-19,Cable Float Level Switch,2,10053,20106,,20106,,,1809.54,1809.54,3619.08,23725.08,0.08,23725
7,20-May-19,ARH/M517/106,106,20-May-19,27-Apr-19,Tubuler Type Level Gauge,2,2900,5800,,5800,,139,522,522,1044,6983,,6983
8,25-May-19,ARH/M517/107,107,24-May-19,29-Apr-19,Conductivity Level Switch,1,4250,4250,,4250,,60,382.5,382.5,765,5075,,5075
9,25-May-19,ARH/M517/108,108,25-May-19,29-Apr-19,Tubuler Type Level Gauge,1,2900,2900,5%,2755,,139,247.95,247.95,495.9,3389.9,0.9,3389
10,26-May-19,ARH/M517/109,109,29-May-19,1-May-19,Tubuler Type Level Gauge,1,2900,2900,,2900,,139,261,261,522,3561,,3561
11,26-May-19,ARH/M517/110,110,29-May-19,20-May-19,Tubuler Type Level Gauge,3,2900,8700,,8700,,139,783,783,1566,10405,,10405
12,29-May-19,ARH/M517/111,111,29-May-19,3-May-19,Reflex Level Gauge,1,7200,7200,,7200,,,648,648,1296,8496,,8496
1,1-Jun-19,ARH/J617/100,100,1-Jun-19,5-May-19,Tubuler Type Level Gauge,1,2900,2900,10%,2610,,139,234.9,234.9,469.8,3218.8,0.8,3218
2,1-Jun-19,ARH/J617/101,101,1-Jun-19,6-May-19,Tubuler Type Level Gauge,1,2900,2900,,2900,,139,261,261,522,3561,,3561
3,5-Jun-19,ARH/J617/102,102,5-Jun-19,6-May-19,Reflex Level Gauge,6,7200,43200,,43200,,,3888,3888,7776,50976,,50976
4,6-Jun-19,ARH/J617/103,103,6-Jun-19,8-May-19,By-Pass Level Indicator,3,3500,10500,,10500,,,945,945,1890,12390,,12390
5,6-Jun-19,ARH/J617/104,104,6-Jun-19,9-May-19,Transparent Level Gauge,1,85000,85000,,85000,500,,7650,7650,15300,100800,,100800
6,7-Jun-19,ARH/J617/105,105,7-Jun-19,10-May-19,Conductivity Level Switch,1,4250,4250,,4250,,60,382.5,382.5,765,5075,,5075
7,8-Jun-19,ARH/J617/106,106,8-Jun-19,11-May-19,Tubuler Type Level Gauge,1,2900,2900,5%,2755,,,247.95,247.95,495.9,3250.9,0.9,3250
8,8-Jun-19,ARH/J617/107,107,9-Jun-19,12-May-19,By-Pass Level Indicator,1,3500,3500,,3500,,125,315,315,630,4255,,4255
9,10-Jun-19,ARH/J617/108,108,10-Jun-19,12-May-19,Capicitance Type,1,35000,35000,10%,31500,450,,2835,2835,5670,37620,,37620
10,15-Jun-19,ARH/J617/109,109,15-Jun-19,13-Jun-19,Cable Float Level Switch,2,10053,20106,,20106,150,,1809.54,1809.54,3619.08,23875.08,0.08,23875
11,16-Jun-19,ARH/J617/110,110,16-Jun-19,13-May-19,Tubuler Type Level Gauge,1,2900,2900,10%,2610,,139,234.9,234.9,469.8,3218.8,0.8,3218
12,16-Jun-19,ARH/J617/111,111,16-Jun-19,16-May-19,Reflex Level Gauge,1,7200,7200,,7200,,,648,648,1296,8496,,8496
13,17-Jun-19,ARH/J617/112,112,16-Jun-19,17-May-19,By-Pass Level Indicator,1,3500,3500,10%,3150,,125,283.5,283.5,567,3842,,3842
14,17-Jun-19,ARH/J617/113,113,20-Jun-19,19-May-19,Cable Float Level Switch,2,10053,20106,,20106,150,,1809.54,1809.54,3619.08,23875.08,0.08,23875
15,20-Jun-19,ARH/J617/114,114,20-Jun-19,19-Jun-19,Tubuler Type Level Gauge,3,2900,8700,15%,7395,,139,665.55,665.55,1331.1,8865.1,0.1,8865
16,21-Jun-19,ARH/J617/115,115,21-Jun-19,20-May-19,Miniature Level Switch(SS),2,1502,3004,,3004,,,270.36,270.36,540.72,3544.72,0.72,3544
17,22-Jun-19,ARH/J617/116,116,22-Jun-19,22-May-19,Miniature Level Switch(SS),2,1502,3004,,3004,,,270.36,270.36,540.72,3544.72,0.72,3544
18,23-Jun-19,ARH/J617/117,117,23-Jun-19,22-May-19,Tubuler Type Level Gauge,6,2900,17400,,17400,,139,1566,1566,3132,20671,,20671
19,24-Jun-19,ARH/J617/118,118,24-Jun-19,22-May-19,Tubuler Type Level Gauge,1,2900,2900,10%,2610,,139,234.9,234.9,469.8,3218.8,0.8,3218
20,25-Jun-19,ARH/J617/119,119,25-Jun-19,24-May-19,By-Pass Level Indicator,1,3500,3500,,3500,,125,315,315,630,4255,,4255
1,3-Jul-19,ARH/J717/100,100,3-Jul-19,2-Jun-19,Tubuler Type Level Gauge,2,2900,5800,,5800,,,522,522,1044,6844,,6844
2,5-Jul-19,ARH/J717/101,101,5-Jul-19,5-Jun-19,Capicitance Type,3,35000,105000,,105000,450,,9450,9450,18900,124350,,124350
3,5-Jul-19,ARH/J717/102,102,5-Jul-19,6-Jun-19,Float And Board Level Indicator,1,3520,3520,,3520,,25,316.8,316.8,633.6,4178.6,0.6,4178
4,6-Jul-19,ARH/J717/103,103,6-Jul-19,6-Jun-19,By-Pass Level Indicator,3,3500,10500,,10500,,,945,945,1890,12390,,12390
5,7-Jul-19,ARH/J717/104,104,7-Jul-19,10-Jun-19,Float And Board Level Indicator,3,3520,10560,15%,8976,,25,807.84,807.84,1615.68,10616.68,0.68,10616
6,8-Jul-19,ARH/J717/105,105,8-Jul-19,13-Jun-19,Float And Board Level Indicator,1,3520,3520,5%,3344,,25,300.96,300.96,601.92,3970.92,0.92,3970
7,10-Jul-19,ARH/J717/106,106,10-Jul-19,13-Jun-19,Cable Float Level Switch,2,10053,20106,,20106,150,,1809.54,1809.54,3619.08,23875.08,0.08,23875
8,10-Jul-19,ARH/J717/107,107,10-Jul-19,5-Jul-19,Float And Board Level Indicator,1,3520,3520,,3520,,25,316.8,316.8,633.6,4178.6,0.6,4178
9,10-Jul-19,ARH/J717/108,108,10-Jul-19,15-Jun-19,Miniature Level Switch(SS),4,1502,6008,,6008,,,540.72,540.72,1081.44,7089.44,0.44,7089
10,13-Jul-19,ARH/J717/109,109,13-Jul-19,15-Jun-19,Capicitance Type,1,35000,35000,5%,33250,450,,2992.5,2992.5,5985,39685,,39685
11,16-Jul-19,ARH/J717/110,110,16-Jul-19,21-Jun-19,Reflex Level Gauge,1,7200,7200,,7200,,,648,648,1296,8496,,8496
